quadrant,box,grid_id,ternary_group
Q2,"(24066, 10104, 24290, 10328)",107_45,Non-Tumor
Q2,"(24066, 9880, 24290, 10104)",107_44,Empty
Q2,"(24066, 9656, 24290, 9880)",107_43,Empty
Q2,"(24066, 9432, 24290, 9656)",107_42,Non-Tumor
Q2,"(24066, 9208, 24290, 9432)",107_41,Tumor
Q2,"(24066, 8984, 24290, 9208)",107_40,Tumor
Q2,"(24066, 8760, 24290, 8984)",107_39,Tumor
Q2,"(24066, 8536, 24290, 8760)",107_38,Tumor
Q2,"(24066, 8312, 24290, 8536)",107_37,Tumor
Q2,"(24066, 8088, 24290, 8312)",107_36,Non-Tumor
Q2,"(24066, 7864, 24290, 8088)",107_35,Non-Tumor
Q2,"(24066, 7640, 24290, 7864)",107_34,Non-Tumor
Q2,"(24066, 7416, 24290, 7640)",107_33,Non-Tumor
Q2,"(24066, 7192, 24290, 7416)",107_32,Non-Tumor
Q2,"(24066, 6968, 24290, 7192)",107_31,Non-Tumor
Q2,"(24066, 6744, 24290, 6968)",107_30,Non-Tumor
Q2,"(23842, 11896, 24066, 12120)",106_53,Tumor
Q2,"(23842, 11672, 24066, 11896)",106_52,Tumor
Q2,"(23842, 11448, 24066, 11672)",106_51,Tumor
Q2,"(23842, 11224, 24066, 11448)",106_50,Tumor
Q2,"(23842, 11000, 24066, 11224)",106_49,Tumor
Q2,"(23842, 10776, 24066, 11000)",106_48,Tumor
Q2,"(23842, 10552, 24066, 10776)",106_47,Tumor
Q2,"(23842, 10328, 24066, 10552)",106_46,Tumor
Q2,"(23842, 10104, 24066, 10328)",106_45,Empty
Q2,"(23842, 9880, 24066, 10104)",106_44,Empty
Q2,"(23842, 9656, 24066, 9880)",106_43,Empty
Q2,"(23842, 9432, 24066, 9656)",106_42,Empty
Q2,"(23842, 9208, 24066, 9432)",106_41,Tumor
Q2,"(23842, 8984, 24066, 9208)",106_40,Tumor
Q2,"(23842, 8760, 24066, 8984)",106_39,Tumor
Q2,"(23842, 8536, 24066, 8760)",106_38,Tumor
Q2,"(23842, 8312, 24066, 8536)",106_37,Non-Tumor
Q2,"(23842, 8088, 24066, 8312)",106_36,Non-Tumor
Q2,"(23842, 7864, 24066, 8088)",106_35,Non-Tumor
Q2,"(23842, 7640, 24066, 7864)",106_34,Non-Tumor
Q2,"(23842, 7416, 24066, 7640)",106_33,Non-Tumor
Q2,"(23842, 7192, 24066, 7416)",106_32,Non-Tumor
Q2,"(23842, 6968, 24066, 7192)",106_31,Empty
Q2,"(23842, 6744, 24066, 6968)",106_30,Empty
Q2,"(23618, 11896, 23842, 12120)",105_53,Tumor
Q2,"(23618, 11672, 23842, 11896)",105_52,Tumor
Q2,"(23618, 11448, 23842, 11672)",105_51,Tumor
Q2,"(23618, 11224, 23842, 11448)",105_50,Non-Tumor
Q2,"(23618, 11000, 23842, 11224)",105_49,Tumor
Q2,"(23618, 10776, 23842, 11000)",105_48,Tumor
Q2,"(23618, 10552, 23842, 10776)",105_47,Tumor
Q2,"(23618, 10328, 23842, 10552)",105_46,Non-Tumor
Q2,"(23618, 10104, 23842, 10328)",105_45,Tumor
Q2,"(23618, 9880, 23842, 10104)",105_44,Tumor
Q2,"(23618, 9656, 23842, 9880)",105_43,Tumor
Q2,"(23618, 9432, 23842, 9656)",105_42,Non-Tumor
Q2,"(23618, 9208, 23842, 9432)",105_41,Tumor
Q2,"(23618, 8984, 23842, 9208)",105_40,Tumor
Q2,"(23618, 8760, 23842, 8984)",105_39,Tumor
Q2,"(23618, 8536, 23842, 8760)",105_38,Tumor
Q2,"(23618, 8312, 23842, 8536)",105_37,Non-Tumor
Q2,"(23618, 8088, 23842, 8312)",105_36,Non-Tumor
Q2,"(23618, 7864, 23842, 8088)",105_35,Empty
Q2,"(23618, 7640, 23842, 7864)",105_34,Non-Tumor
Q2,"(23618, 7416, 23842, 7640)",105_33,Empty
Q2,"(23618, 7192, 23842, 7416)",105_32,Non-Tumor
Q2,"(23618, 6968, 23842, 7192)",105_31,Empty
Q2,"(23618, 6744, 23842, 6968)",105_30,Empty
Q2,"(23394, 11896, 23618, 12120)",104_53,Tumor
Q2,"(23394, 11672, 23618, 11896)",104_52,Tumor
Q2,"(23394, 11448, 23618, 11672)",104_51,Tumor
Q2,"(23394, 11224, 23618, 11448)",104_50,Non-Tumor
Q2,"(23394, 11000, 23618, 11224)",104_49,Tumor
Q2,"(23394, 10776, 23618, 11000)",104_48,Tumor
Q2,"(23394, 10552, 23618, 10776)",104_47,Tumor
Q2,"(23394, 10328, 23618, 10552)",104_46,Tumor
Q2,"(23394, 10104, 23618, 10328)",104_45,Tumor
Q2,"(23394, 9880, 23618, 10104)",104_44,Tumor
Q2,"(23394, 9656, 23618, 9880)",104_43,Tumor
Q2,"(23394, 9432, 23618, 9656)",104_42,Tumor
Q2,"(23394, 9208, 23618, 9432)",104_41,Tumor
Q2,"(23394, 8984, 23618, 9208)",104_40,Tumor
Q2,"(23394, 8760, 23618, 8984)",104_39,Tumor
Q2,"(23394, 8536, 23618, 8760)",104_38,Non-Tumor
Q2,"(23394, 8312, 23618, 8536)",104_37,Non-Tumor
Q2,"(23394, 8088, 23618, 8312)",104_36,Empty
Q2,"(23394, 7864, 23618, 8088)",104_35,Non-Tumor
Q2,"(23394, 7640, 23618, 7864)",104_34,Empty
Q2,"(23394, 7416, 23618, 7640)",104_33,Empty
Q2,"(23394, 7192, 23618, 7416)",104_32,Non-Tumor
Q2,"(23394, 6968, 23618, 7192)",104_31,Empty
Q2,"(23394, 6744, 23618, 6968)",104_30,Empty
Q2,"(23170, 11896, 23394, 12120)",103_53,Tumor
Q2,"(23170, 11672, 23394, 11896)",103_52,Tumor
Q2,"(23170, 11448, 23394, 11672)",103_51,Tumor
Q2,"(23170, 11224, 23394, 11448)",103_50,Non-Tumor
Q2,"(23170, 11000, 23394, 11224)",103_49,Non-Tumor
Q2,"(23170, 10776, 23394, 11000)",103_48,Tumor
Q2,"(23170, 10552, 23394, 10776)",103_47,Tumor
Q2,"(23170, 10328, 23394, 10552)",103_46,Tumor
Q2,"(23170, 10104, 23394, 10328)",103_45,Tumor
Q2,"(23170, 9880, 23394, 10104)",103_44,Tumor
Q2,"(23170, 9656, 23394, 9880)",103_43,Tumor
Q2,"(23170, 9432, 23394, 9656)",103_42,Tumor
Q2,"(23170, 9208, 23394, 9432)",103_41,Tumor
Q2,"(23170, 8984, 23394, 9208)",103_40,Tumor
Q2,"(23170, 8760, 23394, 8984)",103_39,Non-Tumor
Q2,"(23170, 8536, 23394, 8760)",103_38,Non-Tumor
Q2,"(23170, 8312, 23394, 8536)",103_37,Empty
Q2,"(23170, 8088, 23394, 8312)",103_36,Non-Tumor
Q2,"(23170, 7864, 23394, 8088)",103_35,Empty
Q2,"(23170, 7640, 23394, 7864)",103_34,Non-Tumor
Q2,"(23170, 7416, 23394, 7640)",103_33,Empty
Q2,"(23170, 7192, 23394, 7416)",103_32,Empty
Q2,"(23170, 6968, 23394, 7192)",103_31,Empty
Q2,"(23170, 6744, 23394, 6968)",103_30,Empty
Q2,"(22946, 11896, 23170, 12120)",102_53,Tumor
Q2,"(22946, 11672, 23170, 11896)",102_52,Tumor
Q2,"(22946, 11448, 23170, 11672)",102_51,Tumor
Q2,"(22946, 11224, 23170, 11448)",102_50,Non-Tumor
Q2,"(22946, 11000, 23170, 11224)",102_49,Non-Tumor
Q2,"(22946, 10776, 23170, 11000)",102_48,Non-Tumor
Q2,"(22946, 10552, 23170, 10776)",102_47,Tumor
Q2,"(22946, 10328, 23170, 10552)",102_46,Tumor
Q2,"(22946, 10104, 23170, 10328)",102_45,Tumor
Q2,"(22946, 9880, 23170, 10104)",102_44,Tumor
Q2,"(22946, 9656, 23170, 9880)",102_43,Tumor
Q2,"(22946, 9432, 23170, 9656)",102_42,Tumor
Q2,"(22946, 9208, 23170, 9432)",102_41,Non-Tumor
Q2,"(22946, 8984, 23170, 9208)",102_40,Non-Tumor
Q2,"(22946, 8760, 23170, 8984)",102_39,Non-Tumor
Q2,"(22946, 8536, 23170, 8760)",102_38,Empty
Q2,"(22946, 8312, 23170, 8536)",102_37,Non-Tumor
Q2,"(22946, 8088, 23170, 8312)",102_36,Non-Tumor
Q2,"(22946, 7864, 23170, 8088)",102_35,Non-Tumor
Q2,"(22946, 7640, 23170, 7864)",102_34,Non-Tumor
Q2,"(22946, 7416, 23170, 7640)",102_33,Non-Tumor
Q2,"(22946, 7192, 23170, 7416)",102_32,Empty
Q2,"(22946, 6968, 23170, 7192)",102_31,Non-Tumor
Q2,"(22946, 6744, 23170, 6968)",102_30,Empty
Q2,"(22722, 11896, 22946, 12120)",101_53,Tumor
Q2,"(22722, 11672, 22946, 11896)",101_52,Tumor
Q2,"(22722, 11448, 22946, 11672)",101_51,Tumor
Q2,"(22722, 11224, 22946, 11448)",101_50,Non-Tumor
Q2,"(22722, 11000, 22946, 11224)",101_49,Non-Tumor
Q2,"(22722, 10776, 22946, 11000)",101_48,Non-Tumor
Q2,"(22722, 10552, 22946, 10776)",101_47,Non-Tumor
Q2,"(22722, 10328, 22946, 10552)",101_46,Non-Tumor
Q2,"(22722, 10104, 22946, 10328)",101_45,Non-Tumor
Q2,"(22722, 9880, 22946, 10104)",101_44,Non-Tumor
Q2,"(22722, 9656, 22946, 9880)",101_43,Non-Tumor
Q2,"(22722, 9432, 22946, 9656)",101_42,Non-Tumor
Q2,"(22722, 9208, 22946, 9432)",101_41,Non-Tumor
Q2,"(22722, 8984, 22946, 9208)",101_40,Non-Tumor
Q2,"(22722, 8760, 22946, 8984)",101_39,Non-Tumor
Q2,"(22722, 8536, 22946, 8760)",101_38,Non-Tumor
Q2,"(22722, 8312, 22946, 8536)",101_37,Non-Tumor
Q2,"(22722, 8088, 22946, 8312)",101_36,Empty
Q2,"(22722, 7864, 22946, 8088)",101_35,Empty
Q2,"(22722, 7640, 22946, 7864)",101_34,Empty
Q2,"(22722, 7416, 22946, 7640)",101_33,Non-Tumor
Q2,"(22722, 7192, 22946, 7416)",101_32,Non-Tumor
Q2,"(22722, 6968, 22946, 7192)",101_31,Non-Tumor
Q2,"(22722, 6744, 22946, 6968)",101_30,Non-Tumor
Q2,"(22498, 11896, 22722, 12120)",100_53,Tumor
Q2,"(22498, 11672, 22722, 11896)",100_52,Tumor
Q2,"(22498, 11448, 22722, 11672)",100_51,Non-Tumor
Q2,"(22498, 11224, 22722, 11448)",100_50,Non-Tumor
Q2,"(22498, 11000, 22722, 11224)",100_49,Tumor
Q2,"(22498, 10776, 22722, 11000)",100_48,Non-Tumor
Q2,"(22498, 10552, 22722, 10776)",100_47,Non-Tumor
Q2,"(22498, 10328, 22722, 10552)",100_46,Non-Tumor
Q2,"(22498, 10104, 22722, 10328)",100_45,Non-Tumor
Q2,"(22498, 9880, 22722, 10104)",100_44,Non-Tumor
Q2,"(22498, 9656, 22722, 9880)",100_43,Non-Tumor
Q2,"(22498, 9432, 22722, 9656)",100_42,Non-Tumor
Q2,"(22498, 9208, 22722, 9432)",100_41,Non-Tumor
Q2,"(22498, 8984, 22722, 9208)",100_40,Non-Tumor
Q2,"(22498, 8760, 22722, 8984)",100_39,Non-Tumor
Q2,"(22498, 8536, 22722, 8760)",100_38,Non-Tumor
Q2,"(22498, 8312, 22722, 8536)",100_37,Empty
Q2,"(22498, 8088, 22722, 8312)",100_36,Non-Tumor
Q2,"(22498, 7864, 22722, 8088)",100_35,Non-Tumor
Q2,"(22498, 7640, 22722, 7864)",100_34,Empty
Q2,"(22498, 7416, 22722, 7640)",100_33,Empty
Q2,"(22498, 7192, 22722, 7416)",100_32,Non-Tumor
Q2,"(22498, 6968, 22722, 7192)",100_31,Non-Tumor
Q2,"(22498, 6744, 22722, 6968)",100_30,Non-Tumor
Q2,"(22274, 11896, 22498, 12120)",99_53,Tumor
Q2,"(22274, 11672, 22498, 11896)",99_52,Tumor
Q2,"(22274, 11448, 22498, 11672)",99_51,Non-Tumor
Q2,"(22274, 11224, 22498, 11448)",99_50,Non-Tumor
Q2,"(22274, 11000, 22498, 11224)",99_49,Non-Tumor
Q2,"(22274, 10776, 22498, 11000)",99_48,Tumor
Q2,"(22274, 10552, 22498, 10776)",99_47,Non-Tumor
Q2,"(22274, 10328, 22498, 10552)",99_46,Non-Tumor
Q2,"(22274, 10104, 22498, 10328)",99_45,Non-Tumor
Q2,"(22274, 9880, 22498, 10104)",99_44,Tumor
Q2,"(22274, 9656, 22498, 9880)",99_43,Non-Tumor
Q2,"(22274, 9432, 22498, 9656)",99_42,Non-Tumor
Q2,"(22274, 9208, 22498, 9432)",99_41,Tumor
Q2,"(22274, 8984, 22498, 9208)",99_40,Non-Tumor
Q2,"(22274, 8760, 22498, 8984)",99_39,Non-Tumor
Q2,"(22274, 8536, 22498, 8760)",99_38,Non-Tumor
Q2,"(22274, 8312, 22498, 8536)",99_37,Non-Tumor
Q2,"(22274, 8088, 22498, 8312)",99_36,Empty
Q2,"(22274, 7864, 22498, 8088)",99_35,Non-Tumor
Q2,"(22274, 7640, 22498, 7864)",99_34,Non-Tumor
Q2,"(22274, 7416, 22498, 7640)",99_33,Empty
Q2,"(22274, 7192, 22498, 7416)",99_32,Non-Tumor
Q2,"(22274, 6968, 22498, 7192)",99_31,Non-Tumor
Q2,"(22274, 6744, 22498, 6968)",99_30,Non-Tumor
Q2,"(22050, 11896, 22274, 12120)",98_53,Tumor
Q2,"(22050, 11672, 22274, 11896)",98_52,Tumor
Q2,"(22050, 11448, 22274, 11672)",98_51,Non-Tumor
Q2,"(22050, 11224, 22274, 11448)",98_50,Non-Tumor
Q2,"(22050, 11000, 22274, 11224)",98_49,Non-Tumor
Q2,"(22050, 10776, 22274, 11000)",98_48,Tumor
Q2,"(22050, 10552, 22274, 10776)",98_47,Non-Tumor
Q2,"(22050, 10328, 22274, 10552)",98_46,Non-Tumor
Q2,"(22050, 10104, 22274, 10328)",98_45,Non-Tumor
Q2,"(22050, 9880, 22274, 10104)",98_44,Tumor
Q2,"(22050, 9656, 22274, 9880)",98_43,Non-Tumor
Q2,"(22050, 9432, 22274, 9656)",98_42,Non-Tumor
Q2,"(22050, 9208, 22274, 9432)",98_41,Non-Tumor
Q2,"(22050, 8984, 22274, 9208)",98_40,Non-Tumor
Q2,"(22050, 8760, 22274, 8984)",98_39,Non-Tumor
Q2,"(22050, 8536, 22274, 8760)",98_38,Non-Tumor
Q2,"(22050, 8312, 22274, 8536)",98_37,Non-Tumor
Q2,"(22050, 8088, 22274, 8312)",98_36,Non-Tumor
Q2,"(22050, 7864, 22274, 8088)",98_35,Non-Tumor
Q2,"(22050, 7640, 22274, 7864)",98_34,Non-Tumor
Q2,"(22050, 7416, 22274, 7640)",98_33,Non-Tumor
Q2,"(22050, 7192, 22274, 7416)",98_32,Non-Tumor
Q2,"(22050, 6968, 22274, 7192)",98_31,Non-Tumor
Q2,"(22050, 6744, 22274, 6968)",98_30,Non-Tumor
Q2,"(21826, 11896, 22050, 12120)",97_53,Tumor
Q2,"(21826, 11672, 22050, 11896)",97_52,Tumor
Q2,"(21826, 11448, 22050, 11672)",97_51,Non-Tumor
Q2,"(21826, 11224, 22050, 11448)",97_50,Non-Tumor
Q2,"(21826, 11000, 22050, 11224)",97_49,Non-Tumor
Q2,"(21826, 10776, 22050, 11000)",97_48,Tumor
Q2,"(21826, 10552, 22050, 10776)",97_47,Non-Tumor
Q2,"(21826, 10328, 22050, 10552)",97_46,Non-Tumor
Q2,"(21826, 10104, 22050, 10328)",97_45,Non-Tumor
Q2,"(21826, 9880, 22050, 10104)",97_44,Non-Tumor
Q2,"(21826, 9656, 22050, 9880)",97_43,Non-Tumor
Q2,"(21826, 9432, 22050, 9656)",97_42,Non-Tumor
Q2,"(21826, 9208, 22050, 9432)",97_41,Non-Tumor
Q2,"(21826, 8984, 22050, 9208)",97_40,Non-Tumor
Q2,"(21826, 8760, 22050, 8984)",97_39,Non-Tumor
Q2,"(21826, 8536, 22050, 8760)",97_38,Non-Tumor
Q2,"(21826, 8312, 22050, 8536)",97_37,Non-Tumor
Q2,"(21826, 8088, 22050, 8312)",97_36,Non-Tumor
Q2,"(21826, 7864, 22050, 8088)",97_35,Non-Tumor
Q2,"(21826, 7640, 22050, 7864)",97_34,Empty
Q2,"(21826, 7416, 22050, 7640)",97_33,Non-Tumor
Q2,"(21826, 7192, 22050, 7416)",97_32,Empty
Q2,"(21826, 6968, 22050, 7192)",97_31,Non-Tumor
Q2,"(21826, 6744, 22050, 6968)",97_30,Empty
Q2,"(21602, 11896, 21826, 12120)",96_53,Tumor
Q2,"(21602, 11672, 21826, 11896)",96_52,Tumor
Q2,"(21602, 11448, 21826, 11672)",96_51,Tumor
Q2,"(21602, 11224, 21826, 11448)",96_50,Non-Tumor
Q2,"(21602, 11000, 21826, 11224)",96_49,Non-Tumor
Q2,"(21602, 10776, 21826, 11000)",96_48,Tumor
Q2,"(21602, 10552, 21826, 10776)",96_47,Non-Tumor
Q2,"(21602, 10328, 21826, 10552)",96_46,Non-Tumor
Q2,"(21602, 10104, 21826, 10328)",96_45,Non-Tumor
Q2,"(21602, 9880, 21826, 10104)",96_44,Non-Tumor
Q2,"(21602, 9656, 21826, 9880)",96_43,Non-Tumor
Q2,"(21602, 9432, 21826, 9656)",96_42,Non-Tumor
Q2,"(21602, 9208, 21826, 9432)",96_41,Non-Tumor
Q2,"(21602, 8984, 21826, 9208)",96_40,Empty
Q2,"(21602, 8760, 21826, 8984)",96_39,Empty
Q2,"(21602, 8536, 21826, 8760)",96_38,Empty
Q2,"(21602, 8312, 21826, 8536)",96_37,Non-Tumor
Q2,"(21602, 8088, 21826, 8312)",96_36,Empty
Q2,"(21602, 7864, 21826, 8088)",96_35,Non-Tumor
Q2,"(21602, 7640, 21826, 7864)",96_34,Non-Tumor
Q2,"(21602, 7416, 21826, 7640)",96_33,Non-Tumor
Q2,"(21602, 7192, 21826, 7416)",96_32,Non-Tumor
Q2,"(21602, 6968, 21826, 7192)",96_31,Non-Tumor
Q2,"(21602, 6744, 21826, 6968)",96_30,Non-Tumor
Q2,"(21378, 11896, 21602, 12120)",95_53,Tumor
Q2,"(21378, 11672, 21602, 11896)",95_52,Tumor
Q2,"(21378, 11448, 21602, 11672)",95_51,Tumor
Q2,"(21378, 11224, 21602, 11448)",95_50,Non-Tumor
Q2,"(21378, 11000, 21602, 11224)",95_49,Non-Tumor
Q2,"(21378, 10776, 21602, 11000)",95_48,Non-Tumor
Q2,"(21378, 10552, 21602, 10776)",95_47,Non-Tumor
Q2,"(21378, 10328, 21602, 10552)",95_46,Tumor
Q2,"(21378, 10104, 21602, 10328)",95_45,Non-Tumor
Q2,"(21378, 9880, 21602, 10104)",95_44,Non-Tumor
Q2,"(21378, 9656, 21602, 9880)",95_43,Non-Tumor
Q2,"(21378, 9432, 21602, 9656)",95_42,Non-Tumor
Q2,"(21378, 9208, 21602, 9432)",95_41,Non-Tumor
Q2,"(21378, 8984, 21602, 9208)",95_40,Empty
Q2,"(21378, 8760, 21602, 8984)",95_39,Non-Tumor
Q2,"(21378, 8536, 21602, 8760)",95_38,Non-Tumor
Q2,"(21378, 8312, 21602, 8536)",95_37,Non-Tumor
Q2,"(21378, 8088, 21602, 8312)",95_36,Non-Tumor
Q2,"(21378, 7864, 21602, 8088)",95_35,Empty
Q2,"(21378, 7640, 21602, 7864)",95_34,Non-Tumor
Q2,"(21378, 7416, 21602, 7640)",95_33,Non-Tumor
Q2,"(21378, 7192, 21602, 7416)",95_32,Non-Tumor
Q2,"(21378, 6968, 21602, 7192)",95_31,Non-Tumor
Q2,"(21378, 6744, 21602, 6968)",95_30,Empty
Q2,"(21154, 11896, 21378, 12120)",94_53,Tumor
Q2,"(21154, 11672, 21378, 11896)",94_52,Tumor
Q2,"(21154, 11448, 21378, 11672)",94_51,Tumor
Q2,"(21154, 11224, 21378, 11448)",94_50,Non-Tumor
Q2,"(21154, 11000, 21378, 11224)",94_49,Non-Tumor
Q2,"(21154, 10776, 21378, 11000)",94_48,Non-Tumor
Q2,"(21154, 10552, 21378, 10776)",94_47,Non-Tumor
Q2,"(21154, 10328, 21378, 10552)",94_46,Non-Tumor
Q2,"(21154, 10104, 21378, 10328)",94_45,Non-Tumor
Q2,"(21154, 9880, 21378, 10104)",94_44,Non-Tumor
Q2,"(21154, 9656, 21378, 9880)",94_43,Non-Tumor
Q2,"(21154, 9432, 21378, 9656)",94_42,Non-Tumor
Q2,"(21154, 9208, 21378, 9432)",94_41,Non-Tumor
Q2,"(21154, 8984, 21378, 9208)",94_40,Non-Tumor
Q2,"(21154, 8760, 21378, 8984)",94_39,Empty
Q2,"(21154, 8536, 21378, 8760)",94_38,Empty
Q2,"(21154, 8312, 21378, 8536)",94_37,Empty
Q2,"(21154, 8088, 21378, 8312)",94_36,Empty
Q2,"(21154, 7864, 21378, 8088)",94_35,Empty
Q2,"(21154, 7640, 21378, 7864)",94_34,Empty
Q2,"(21154, 7416, 21378, 7640)",94_33,Empty
Q2,"(21154, 7192, 21378, 7416)",94_32,Non-Tumor
Q2,"(21154, 6968, 21378, 7192)",94_31,Empty
Q2,"(21154, 6744, 21378, 6968)",94_30,Non-Tumor
Q2,"(20930, 11896, 21154, 12120)",93_53,Tumor
Q2,"(20930, 11672, 21154, 11896)",93_52,Tumor
Q2,"(20930, 11448, 21154, 11672)",93_51,Non-Tumor
Q2,"(20930, 11224, 21154, 11448)",93_50,Non-Tumor
Q2,"(20930, 11000, 21154, 11224)",93_49,Non-Tumor
Q2,"(20930, 10776, 21154, 11000)",93_48,Non-Tumor
Q2,"(20930, 10552, 21154, 10776)",93_47,Non-Tumor
Q2,"(20930, 10328, 21154, 10552)",93_46,Non-Tumor
Q2,"(20930, 10104, 21154, 10328)",93_45,Non-Tumor
Q2,"(20930, 9880, 21154, 10104)",93_44,Empty
Q2,"(20930, 9656, 21154, 9880)",93_43,Non-Tumor
Q2,"(20930, 9432, 21154, 9656)",93_42,Empty
Q2,"(20930, 9208, 21154, 9432)",93_41,Non-Tumor
Q2,"(20930, 8984, 21154, 9208)",93_40,Empty
Q2,"(20930, 8760, 21154, 8984)",93_39,Empty
Q2,"(20930, 8536, 21154, 8760)",93_38,Empty
Q2,"(20930, 8312, 21154, 8536)",93_37,Non-Tumor
Q2,"(20930, 8088, 21154, 8312)",93_36,Non-Tumor
Q2,"(20930, 7864, 21154, 8088)",93_35,Non-Tumor
Q2,"(20930, 7640, 21154, 7864)",93_34,Empty
Q2,"(20930, 7416, 21154, 7640)",93_33,Non-Tumor
Q2,"(20930, 7192, 21154, 7416)",93_32,Non-Tumor
Q2,"(20930, 6968, 21154, 7192)",93_31,Non-Tumor
Q2,"(20930, 6744, 21154, 6968)",93_30,Non-Tumor
Q2,"(20706, 11896, 20930, 12120)",92_53,Tumor
Q2,"(20706, 11672, 20930, 11896)",92_52,Non-Tumor
Q2,"(20706, 11448, 20930, 11672)",92_51,Non-Tumor
Q2,"(20706, 11224, 20930, 11448)",92_50,Non-Tumor
Q2,"(20706, 11000, 20930, 11224)",92_49,Non-Tumor
Q2,"(20706, 10776, 20930, 11000)",92_48,Non-Tumor
Q2,"(20706, 10552, 20930, 10776)",92_47,Non-Tumor
Q2,"(20706, 10328, 20930, 10552)",92_46,Non-Tumor
Q2,"(20706, 10104, 20930, 10328)",92_45,Non-Tumor
Q2,"(20706, 9880, 20930, 10104)",92_44,Non-Tumor
Q2,"(20706, 9656, 20930, 9880)",92_43,Non-Tumor
Q2,"(20706, 9432, 20930, 9656)",92_42,Empty
Q2,"(20706, 9208, 20930, 9432)",92_41,Non-Tumor
Q2,"(20706, 8984, 20930, 9208)",92_40,Non-Tumor
Q2,"(20706, 8760, 20930, 8984)",92_39,Non-Tumor
Q2,"(20706, 8536, 20930, 8760)",92_38,Non-Tumor
Q2,"(20706, 8312, 20930, 8536)",92_37,Non-Tumor
Q2,"(20706, 8088, 20930, 8312)",92_36,Empty
Q2,"(20706, 7864, 20930, 8088)",92_35,Empty
Q2,"(20706, 7640, 20930, 7864)",92_34,Empty
Q2,"(20706, 7416, 20930, 7640)",92_33,Non-Tumor
Q2,"(20706, 7192, 20930, 7416)",92_32,Non-Tumor
Q2,"(20706, 6968, 20930, 7192)",92_31,Non-Tumor
Q2,"(20706, 6744, 20930, 6968)",92_30,Non-Tumor
Q2,"(20482, 11896, 20706, 12120)",91_53,Tumor
Q2,"(20482, 11672, 20706, 11896)",91_52,Non-Tumor
Q2,"(20482, 11448, 20706, 11672)",91_51,Tumor
Q2,"(20482, 11224, 20706, 11448)",91_50,Tumor
Q2,"(20482, 11000, 20706, 11224)",91_49,Non-Tumor
Q2,"(20482, 10776, 20706, 11000)",91_48,Non-Tumor
Q2,"(20482, 10552, 20706, 10776)",91_47,Non-Tumor
Q2,"(20482, 10328, 20706, 10552)",91_46,Non-Tumor
Q2,"(20482, 10104, 20706, 10328)",91_45,Non-Tumor
Q2,"(20482, 9880, 20706, 10104)",91_44,Empty
Q2,"(20482, 9656, 20706, 9880)",91_43,Non-Tumor
Q2,"(20482, 9432, 20706, 9656)",91_42,Non-Tumor
Q2,"(20482, 9208, 20706, 9432)",91_41,Non-Tumor
Q2,"(20482, 8984, 20706, 9208)",91_40,Empty
Q2,"(20482, 8760, 20706, 8984)",91_39,Non-Tumor
Q2,"(20482, 8536, 20706, 8760)",91_38,Non-Tumor
Q2,"(20482, 8312, 20706, 8536)",91_37,Non-Tumor
Q2,"(20482, 8088, 20706, 8312)",91_36,Empty
Q2,"(20482, 7864, 20706, 8088)",91_35,Empty
Q2,"(20482, 7640, 20706, 7864)",91_34,Empty
Q2,"(20482, 7416, 20706, 7640)",91_33,Non-Tumor
Q2,"(20482, 7192, 20706, 7416)",91_32,Non-Tumor
Q2,"(20482, 6968, 20706, 7192)",91_31,Empty
Q2,"(20482, 6744, 20706, 6968)",91_30,Non-Tumor
Q2,"(20258, 11896, 20482, 12120)",90_53,Tumor
Q2,"(20258, 11672, 20482, 11896)",90_52,Non-Tumor
Q2,"(20258, 11448, 20482, 11672)",90_51,Tumor
Q2,"(20258, 11224, 20482, 11448)",90_50,Tumor
Q2,"(20258, 11000, 20482, 11224)",90_49,Non-Tumor
Q2,"(20258, 10776, 20482, 11000)",90_48,Non-Tumor
Q2,"(20258, 10552, 20482, 10776)",90_47,Non-Tumor
Q2,"(20258, 10328, 20482, 10552)",90_46,Non-Tumor
Q2,"(20258, 10104, 20482, 10328)",90_45,Non-Tumor
Q2,"(20258, 9880, 20482, 10104)",90_44,Non-Tumor
Q2,"(20258, 9656, 20482, 9880)",90_43,Empty
Q2,"(20258, 9432, 20482, 9656)",90_42,Non-Tumor
Q2,"(20258, 9208, 20482, 9432)",90_41,Non-Tumor
Q2,"(20258, 8984, 20482, 9208)",90_40,Non-Tumor
Q2,"(20258, 8760, 20482, 8984)",90_39,Empty
Q2,"(20258, 8536, 20482, 8760)",90_38,Non-Tumor
Q2,"(20258, 8312, 20482, 8536)",90_37,Non-Tumor
Q2,"(20258, 8088, 20482, 8312)",90_36,Non-Tumor
Q2,"(20258, 7864, 20482, 8088)",90_35,Non-Tumor
Q2,"(20258, 7640, 20482, 7864)",90_34,Non-Tumor
Q2,"(20258, 7416, 20482, 7640)",90_33,Non-Tumor
Q2,"(20258, 7192, 20482, 7416)",90_32,Non-Tumor
Q2,"(20258, 6968, 20482, 7192)",90_31,Empty
Q2,"(20258, 6744, 20482, 6968)",90_30,Non-Tumor
Q2,"(20034, 11896, 20258, 12120)",89_53,Non-Tumor
Q2,"(20034, 11672, 20258, 11896)",89_52,Tumor
Q2,"(20034, 11448, 20258, 11672)",89_51,Tumor
Q2,"(20034, 11224, 20258, 11448)",89_50,Tumor
Q2,"(20034, 11000, 20258, 11224)",89_49,Tumor
